,Brand,Kilometers,Model_name,Manu_Year,fuel_type,SAles_price
2705,Maruti,"34,278",Baleno,2017,Petrol,6.53
2706,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2707,Mahindra,"46,365",Thar,2017,Diesel,7.72
2708,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2709,Maruti,"76,734",Swift,2015,Diesel,3.76
2710,Maruti,"86,294",Swift,2014,Diesel,4.11
2711,Maruti,"39,781",Baleno,2017,Petrol,5.96
2712,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2713,Hyundai,"45,716",Creta,2018,Petrol,8.99
2714,Maruti,"72,880",Wagon,2011,Petrol,1.70
2715,BMW,"85,000",X5,2015,Diesel,31.25
2716,Ford,"70,000",Endeavour,2017,Diesel,24.60
2717,Honda,"75,000",CR-V,2016,Petrol,11.51
2718,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2719,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2720,Renault,"23,290",KWID,2017,Petrol,3.43
2721,Tata,"96,177",Harrier,2019,Diesel,12.88
2722,Maruti,"14,190",Alto,2018,Petrol,3.86
2723,Maruti,"50,969",Celerio,2018,CNG,5.13
2724,Honda,"26,736",Jazz,2017,Petrol,6.90
2725,Maruti,"34,278",Baleno,2017,Petrol,6.53
2726,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2727,Mahindra,"46,365",Thar,2017,Diesel,7.72
2728,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2729,Maruti,"76,734",Swift,2015,Diesel,3.76
2730,Maruti,"86,294",Swift,2014,Diesel,4.11
2731,Maruti,"39,781",Baleno,2017,Petrol,5.96
2732,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2733,Hyundai,"45,716",Creta,2018,Petrol,8.99
2734,Maruti,"72,880",Wagon,2011,Petrol,1.70
2735,BMW,"85,000",X5,2015,Diesel,31.25
2736,Ford,"70,000",Endeavour,2017,Diesel,24.60
2737,Honda,"75,000",CR-V,2016,Petrol,11.51
2738,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2739,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2740,Renault,"23,290",KWID,2017,Petrol,3.43
2741,Tata,"96,177",Harrier,2019,Diesel,12.88
2742,Maruti,"14,190",Alto,2018,Petrol,3.86
2743,Maruti,"50,969",Celerio,2018,CNG,5.13
2744,Honda,"26,736",Jazz,2017,Petrol,6.90
2745,Maruti,"34,278",Baleno,2017,Petrol,6.53
2746,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2747,Mahindra,"46,365",Thar,2017,Diesel,7.72
2748,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2749,Maruti,"76,734",Swift,2015,Diesel,3.76
2750,Maruti,"86,294",Swift,2014,Diesel,4.11
2751,Maruti,"39,781",Baleno,2017,Petrol,5.96
2752,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2753,Hyundai,"45,716",Creta,2018,Petrol,8.99
2754,Maruti,"72,880",Wagon,2011,Petrol,1.70
2755,BMW,"85,000",X5,2015,Diesel,31.25
2756,Ford,"70,000",Endeavour,2017,Diesel,24.60
2757,Honda,"75,000",CR-V,2016,Petrol,11.51
2758,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2759,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2760,Renault,"23,290",KWID,2017,Petrol,3.43
2761,Tata,"96,177",Harrier,2019,Diesel,12.88
2762,Maruti,"14,190",Alto,2018,Petrol,3.86
2763,Maruti,"50,969",Celerio,2018,CNG,5.13
2764,Honda,"26,736",Jazz,2017,Petrol,6.90
2765,Maruti,"34,278",Baleno,2017,Petrol,6.53
2766,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2767,Mahindra,"46,365",Thar,2017,Diesel,7.72
2768,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2769,Maruti,"76,734",Swift,2015,Diesel,3.76
2770,Maruti,"86,294",Swift,2014,Diesel,4.11
2771,Maruti,"39,781",Baleno,2017,Petrol,5.96
2772,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2773,Hyundai,"45,716",Creta,2018,Petrol,8.99
2774,Maruti,"72,880",Wagon,2011,Petrol,1.70
2775,BMW,"85,000",X5,2015,Diesel,31.25
2776,Ford,"70,000",Endeavour,2017,Diesel,24.60
2777,Honda,"75,000",CR-V,2016,Petrol,11.51
2778,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2779,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2780,Renault,"23,290",KWID,2017,Petrol,3.43
2781,Tata,"96,177",Harrier,2019,Diesel,12.88
2782,Maruti,"14,190",Alto,2018,Petrol,3.86
2783,Maruti,"50,969",Celerio,2018,CNG,5.13
2784,Honda,"26,736",Jazz,2017,Petrol,6.90
2785,Maruti,"34,278",Baleno,2017,Petrol,6.53
2786,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2787,Mahindra,"46,365",Thar,2017,Diesel,7.72
2788,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2789,Maruti,"76,734",Swift,2015,Diesel,3.76
2790,Maruti,"86,294",Swift,2014,Diesel,4.11
2791,Maruti,"39,781",Baleno,2017,Petrol,5.96
2792,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2793,Hyundai,"45,716",Creta,2018,Petrol,8.99
2794,Maruti,"72,880",Wagon,2011,Petrol,1.70
2795,BMW,"85,000",X5,2015,Diesel,31.25
2796,Ford,"70,000",Endeavour,2017,Diesel,24.60
2797,Honda,"75,000",CR-V,2016,Petrol,11.51
2798,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2799,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2800,Renault,"23,290",KWID,2017,Petrol,3.43
2801,Tata,"96,177",Harrier,2019,Diesel,12.88
2802,Maruti,"14,190",Alto,2018,Petrol,3.86
2803,Maruti,"50,969",Celerio,2018,CNG,5.13
2804,Honda,"26,736",Jazz,2017,Petrol,6.90
2805,Maruti,"34,278",Baleno,2017,Petrol,6.53
2806,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2807,Mahindra,"46,365",Thar,2017,Diesel,7.72
2808,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2809,Maruti,"76,734",Swift,2015,Diesel,3.76
2810,Maruti,"86,294",Swift,2014,Diesel,4.11
2811,Maruti,"39,781",Baleno,2017,Petrol,5.96
2812,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2813,Hyundai,"45,716",Creta,2018,Petrol,8.99
2814,Maruti,"72,880",Wagon,2011,Petrol,1.70
2815,BMW,"85,000",X5,2015,Diesel,31.25
2816,Ford,"70,000",Endeavour,2017,Diesel,24.60
2817,Honda,"75,000",CR-V,2016,Petrol,11.51
2818,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2819,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2820,Renault,"23,290",KWID,2017,Petrol,3.43
2821,Tata,"96,177",Harrier,2019,Diesel,12.88
2822,Maruti,"14,190",Alto,2018,Petrol,3.86
2823,Maruti,"50,969",Celerio,2018,CNG,5.13
2824,Honda,"26,736",Jazz,2017,Petrol,6.90
2825,Maruti,"34,278",Baleno,2017,Petrol,6.53
2826,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2827,Mahindra,"46,365",Thar,2017,Diesel,7.72
2828,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2829,Maruti,"76,734",Swift,2015,Diesel,3.76
2830,Maruti,"86,294",Swift,2014,Diesel,4.11
2831,Maruti,"39,781",Baleno,2017,Petrol,5.96
2832,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2833,Hyundai,"45,716",Creta,2018,Petrol,8.99
2834,Maruti,"72,880",Wagon,2011,Petrol,1.70
2835,BMW,"85,000",X5,2015,Diesel,31.25
2836,Ford,"70,000",Endeavour,2017,Diesel,24.60
2837,Honda,"75,000",CR-V,2016,Petrol,11.51
2838,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2839,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2840,Renault,"23,290",KWID,2017,Petrol,3.43
2841,Tata,"96,177",Harrier,2019,Diesel,12.88
2842,Maruti,"14,190",Alto,2018,Petrol,3.86
2843,Maruti,"50,969",Celerio,2018,CNG,5.13
2844,Honda,"26,736",Jazz,2017,Petrol,6.90
2845,Maruti,"34,278",Baleno,2017,Petrol,6.53
2846,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2847,Mahindra,"46,365",Thar,2017,Diesel,7.72
2848,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2849,Maruti,"76,734",Swift,2015,Diesel,3.76
2850,Maruti,"86,294",Swift,2014,Diesel,4.11
2851,Maruti,"39,781",Baleno,2017,Petrol,5.96
2852,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2853,Hyundai,"45,716",Creta,2018,Petrol,8.99
2854,Maruti,"72,880",Wagon,2011,Petrol,1.70
2855,BMW,"85,000",X5,2015,Diesel,31.25
2856,Ford,"70,000",Endeavour,2017,Diesel,24.60
2857,Honda,"75,000",CR-V,2016,Petrol,11.51
2858,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2859,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2860,Renault,"23,290",KWID,2017,Petrol,3.43
2861,Tata,"96,177",Harrier,2019,Diesel,12.88
2862,Maruti,"14,190",Alto,2018,Petrol,3.86
2863,Maruti,"50,969",Celerio,2018,CNG,5.13
2864,Honda,"26,736",Jazz,2017,Petrol,6.90
2865,Maruti,"34,278",Baleno,2017,Petrol,6.53
2866,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2867,Mahindra,"46,365",Thar,2017,Diesel,7.72
2868,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2869,Maruti,"76,734",Swift,2015,Diesel,3.76
2870,Maruti,"86,294",Swift,2014,Diesel,4.11
2871,Maruti,"39,781",Baleno,2017,Petrol,5.96
2872,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2873,Hyundai,"45,716",Creta,2018,Petrol,8.99
2874,Maruti,"72,880",Wagon,2011,Petrol,1.70
2875,BMW,"85,000",X5,2015,Diesel,31.25
2876,Ford,"70,000",Endeavour,2017,Diesel,24.60
2877,Honda,"75,000",CR-V,2016,Petrol,11.51
2878,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2879,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2880,Renault,"23,290",KWID,2017,Petrol,3.43
2881,Tata,"96,177",Harrier,2019,Diesel,12.88
2882,Maruti,"14,190",Alto,2018,Petrol,3.86
2883,Maruti,"50,969",Celerio,2018,CNG,5.13
2884,Honda,"26,736",Jazz,2017,Petrol,6.90
2885,Maruti,"34,278",Baleno,2017,Petrol,6.53
2886,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2887,Mahindra,"46,365",Thar,2017,Diesel,7.72
2888,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2889,Maruti,"76,734",Swift,2015,Diesel,3.76
2890,Maruti,"86,294",Swift,2014,Diesel,4.11
2891,Maruti,"39,781",Baleno,2017,Petrol,5.96
2892,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2893,Hyundai,"45,716",Creta,2018,Petrol,8.99
2894,Maruti,"72,880",Wagon,2011,Petrol,1.70
2895,BMW,"85,000",X5,2015,Diesel,31.25
2896,Ford,"70,000",Endeavour,2017,Diesel,24.60
2897,Honda,"75,000",CR-V,2016,Petrol,11.51
2898,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2899,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2900,Renault,"23,290",KWID,2017,Petrol,3.43
2901,Tata,"96,177",Harrier,2019,Diesel,12.88
2902,Maruti,"14,190",Alto,2018,Petrol,3.86
2903,Maruti,"50,969",Celerio,2018,CNG,5.13
2904,Honda,"26,736",Jazz,2017,Petrol,6.90
2905,Maruti,"34,278",Baleno,2017,Petrol,6.53
2906,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2907,Mahindra,"46,365",Thar,2017,Diesel,7.72
2908,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2909,Maruti,"76,734",Swift,2015,Diesel,3.76
2910,Maruti,"86,294",Swift,2014,Diesel,4.11
2911,Maruti,"39,781",Baleno,2017,Petrol,5.96
2912,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2913,Hyundai,"45,716",Creta,2018,Petrol,8.99
2914,Maruti,"72,880",Wagon,2011,Petrol,1.70
2915,BMW,"85,000",X5,2015,Diesel,31.25
2916,Ford,"70,000",Endeavour,2017,Diesel,24.60
2917,Honda,"75,000",CR-V,2016,Petrol,11.51
2918,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2919,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2920,Renault,"23,290",KWID,2017,Petrol,3.43
2921,Tata,"96,177",Harrier,2019,Diesel,12.88
2922,Maruti,"14,190",Alto,2018,Petrol,3.86
2923,Maruti,"50,969",Celerio,2018,CNG,5.13
2924,Honda,"26,736",Jazz,2017,Petrol,6.90
2925,Maruti,"34,278",Baleno,2017,Petrol,6.53
2926,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2927,Mahindra,"46,365",Thar,2017,Diesel,7.72
2928,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2929,Maruti,"76,734",Swift,2015,Diesel,3.76
2930,Maruti,"86,294",Swift,2014,Diesel,4.11
2931,Maruti,"39,781",Baleno,2017,Petrol,5.96
2932,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2933,Hyundai,"45,716",Creta,2018,Petrol,8.99
2934,Maruti,"72,880",Wagon,2011,Petrol,1.70
2935,BMW,"85,000",X5,2015,Diesel,31.25
2936,Ford,"70,000",Endeavour,2017,Diesel,24.60
2937,Honda,"75,000",CR-V,2016,Petrol,11.51
2938,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2939,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2940,Renault,"23,290",KWID,2017,Petrol,3.43
2941,Tata,"96,177",Harrier,2019,Diesel,12.88
2942,Maruti,"14,190",Alto,2018,Petrol,3.86
2943,Maruti,"50,969",Celerio,2018,CNG,5.13
2944,Honda,"26,736",Jazz,2017,Petrol,6.90
2945,Maruti,"34,278",Baleno,2017,Petrol,6.53
2946,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2947,Mahindra,"46,365",Thar,2017,Diesel,7.72
2948,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2949,Maruti,"76,734",Swift,2015,Diesel,3.76
2950,Maruti,"86,294",Swift,2014,Diesel,4.11
2951,Maruti,"39,781",Baleno,2017,Petrol,5.96
2952,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2953,Hyundai,"45,716",Creta,2018,Petrol,8.99
2954,Maruti,"72,880",Wagon,2011,Petrol,1.70
2955,BMW,"85,000",X5,2015,Diesel,31.25
2956,Ford,"70,000",Endeavour,2017,Diesel,24.60
2957,Honda,"75,000",CR-V,2016,Petrol,11.51
2958,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2959,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2960,Renault,"23,290",KWID,2017,Petrol,3.43
2961,Tata,"96,177",Harrier,2019,Diesel,12.88
2962,Maruti,"14,190",Alto,2018,Petrol,3.86
2963,Maruti,"50,969",Celerio,2018,CNG,5.13
2964,Honda,"26,736",Jazz,2017,Petrol,6.90
2965,Maruti,"34,278",Baleno,2017,Petrol,6.53
2966,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2967,Mahindra,"46,365",Thar,2017,Diesel,7.72
2968,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2969,Maruti,"76,734",Swift,2015,Diesel,3.76
2970,Maruti,"86,294",Swift,2014,Diesel,4.11
2971,Maruti,"39,781",Baleno,2017,Petrol,5.96
2972,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2973,Hyundai,"45,716",Creta,2018,Petrol,8.99
2974,Maruti,"72,880",Wagon,2011,Petrol,1.70
2975,BMW,"85,000",X5,2015,Diesel,31.25
2976,Ford,"70,000",Endeavour,2017,Diesel,24.60
2977,Honda,"75,000",CR-V,2016,Petrol,11.51
2978,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2979,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
2980,Renault,"23,290",KWID,2017,Petrol,3.43
2981,Tata,"96,177",Harrier,2019,Diesel,12.88
2982,Maruti,"14,190",Alto,2018,Petrol,3.86
2983,Maruti,"50,969",Celerio,2018,CNG,5.13
2984,Honda,"26,736",Jazz,2017,Petrol,6.90
2985,Maruti,"34,278",Baleno,2017,Petrol,6.53
2986,Maruti,"33,206",Ciaz,2019,Petrol,9.34
2987,Mahindra,"46,365",Thar,2017,Diesel,7.72
2988,Maruti,"30,480",S-Presso,2020,Petrol,4.50
2989,Maruti,"76,734",Swift,2015,Diesel,3.76
2990,Maruti,"86,294",Swift,2014,Diesel,4.11
2991,Maruti,"39,781",Baleno,2017,Petrol,5.96
2992,Maruti,"82,496",Ciaz,2019,Petrol,8.72
2993,Hyundai,"45,716",Creta,2018,Petrol,8.99
2994,Maruti,"72,880",Wagon,2011,Petrol,1.70
2995,BMW,"85,000",X5,2015,Diesel,31.25
2996,Ford,"70,000",Endeavour,2017,Diesel,24.60
2997,Honda,"75,000",CR-V,2016,Petrol,11.51
2998,Mahindra,"62,000",XUV500,2017,Diesel,11.00
2999,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3000,Renault,"23,290",KWID,2017,Petrol,3.43
3001,Tata,"96,177",Harrier,2019,Diesel,12.88
3002,Maruti,"14,190",Alto,2018,Petrol,3.86
3003,Maruti,"50,969",Celerio,2018,CNG,5.13
3004,Honda,"26,736",Jazz,2017,Petrol,6.90
3005,Maruti,"34,278",Baleno,2017,Petrol,6.53
3006,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3007,Mahindra,"46,365",Thar,2017,Diesel,7.72
3008,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3009,Maruti,"76,734",Swift,2015,Diesel,3.76
3010,Maruti,"86,294",Swift,2014,Diesel,4.11
3011,Maruti,"39,781",Baleno,2017,Petrol,5.96
3012,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3013,Hyundai,"45,716",Creta,2018,Petrol,8.99
3014,Maruti,"72,880",Wagon,2011,Petrol,1.70
3015,BMW,"85,000",X5,2015,Diesel,31.25
3016,Ford,"70,000",Endeavour,2017,Diesel,24.60
3017,Honda,"75,000",CR-V,2016,Petrol,11.51
3018,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3019,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3020,Renault,"23,290",KWID,2017,Petrol,3.43
3021,Tata,"96,177",Harrier,2019,Diesel,12.88
3022,Maruti,"14,190",Alto,2018,Petrol,3.86
3023,Maruti,"50,969",Celerio,2018,CNG,5.13
3024,Honda,"26,736",Jazz,2017,Petrol,6.90
3025,Maruti,"34,278",Baleno,2017,Petrol,6.53
3026,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3027,Mahindra,"46,365",Thar,2017,Diesel,7.72
3028,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3029,Maruti,"76,734",Swift,2015,Diesel,3.76
3030,Maruti,"86,294",Swift,2014,Diesel,4.11
3031,Maruti,"39,781",Baleno,2017,Petrol,5.96
3032,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3033,Hyundai,"45,716",Creta,2018,Petrol,8.99
3034,Maruti,"72,880",Wagon,2011,Petrol,1.70
3035,BMW,"85,000",X5,2015,Diesel,31.25
3036,Ford,"70,000",Endeavour,2017,Diesel,24.60
3037,Honda,"75,000",CR-V,2016,Petrol,11.51
3038,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3039,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3040,Renault,"23,290",KWID,2017,Petrol,3.43
3041,Tata,"96,177",Harrier,2019,Diesel,12.88
3042,Maruti,"14,190",Alto,2018,Petrol,3.86
3043,Maruti,"50,969",Celerio,2018,CNG,5.13
3044,Honda,"26,736",Jazz,2017,Petrol,6.90
3045,Maruti,"34,278",Baleno,2017,Petrol,6.53
3046,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3047,Mahindra,"46,365",Thar,2017,Diesel,7.72
3048,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3049,Maruti,"76,734",Swift,2015,Diesel,3.76
3050,Maruti,"86,294",Swift,2014,Diesel,4.11
3051,Maruti,"39,781",Baleno,2017,Petrol,5.96
3052,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3053,Hyundai,"45,716",Creta,2018,Petrol,8.99
3054,Maruti,"72,880",Wagon,2011,Petrol,1.70
3055,BMW,"85,000",X5,2015,Diesel,31.25
3056,Ford,"70,000",Endeavour,2017,Diesel,24.60
3057,Honda,"75,000",CR-V,2016,Petrol,11.51
3058,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3059,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3060,Renault,"23,290",KWID,2017,Petrol,3.43
3061,Tata,"96,177",Harrier,2019,Diesel,12.88
3062,Maruti,"14,190",Alto,2018,Petrol,3.86
3063,Maruti,"50,969",Celerio,2018,CNG,5.13
3064,Honda,"26,736",Jazz,2017,Petrol,6.90
3065,Maruti,"34,278",Baleno,2017,Petrol,6.53
3066,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3067,Mahindra,"46,365",Thar,2017,Diesel,7.72
3068,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3069,Maruti,"76,734",Swift,2015,Diesel,3.76
3070,Maruti,"86,294",Swift,2014,Diesel,4.11
3071,Maruti,"39,781",Baleno,2017,Petrol,5.96
3072,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3073,Hyundai,"45,716",Creta,2018,Petrol,8.99
3074,Maruti,"72,880",Wagon,2011,Petrol,1.70
3075,BMW,"85,000",X5,2015,Diesel,31.25
3076,Ford,"70,000",Endeavour,2017,Diesel,24.60
3077,Honda,"75,000",CR-V,2016,Petrol,11.51
3078,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3079,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3080,Renault,"23,290",KWID,2017,Petrol,3.43
3081,Tata,"96,177",Harrier,2019,Diesel,12.88
3082,Maruti,"14,190",Alto,2018,Petrol,3.86
3083,Maruti,"50,969",Celerio,2018,CNG,5.13
3084,Honda,"26,736",Jazz,2017,Petrol,6.90
3085,Maruti,"34,278",Baleno,2017,Petrol,6.53
3086,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3087,Mahindra,"46,365",Thar,2017,Diesel,7.72
3088,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3089,Maruti,"76,734",Swift,2015,Diesel,3.76
3090,Maruti,"86,294",Swift,2014,Diesel,4.11
3091,Maruti,"39,781",Baleno,2017,Petrol,5.96
3092,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3093,Hyundai,"45,716",Creta,2018,Petrol,8.99
3094,Maruti,"72,880",Wagon,2011,Petrol,1.70
3095,BMW,"85,000",X5,2015,Diesel,31.25
3096,Ford,"70,000",Endeavour,2017,Diesel,24.60
3097,Honda,"75,000",CR-V,2016,Petrol,11.51
3098,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3099,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3100,Renault,"23,290",KWID,2017,Petrol,3.43
3101,Tata,"96,177",Harrier,2019,Diesel,12.88
3102,Maruti,"14,190",Alto,2018,Petrol,3.86
3103,Maruti,"50,969",Celerio,2018,CNG,5.13
3104,Honda,"26,736",Jazz,2017,Petrol,6.90
3105,Maruti,"34,278",Baleno,2017,Petrol,6.53
3106,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3107,Mahindra,"46,365",Thar,2017,Diesel,7.72
3108,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3109,Maruti,"76,734",Swift,2015,Diesel,3.76
3110,Maruti,"86,294",Swift,2014,Diesel,4.11
3111,Maruti,"39,781",Baleno,2017,Petrol,5.96
3112,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3113,Hyundai,"45,716",Creta,2018,Petrol,8.99
3114,Maruti,"72,880",Wagon,2011,Petrol,1.70
3115,BMW,"85,000",X5,2015,Diesel,31.25
3116,Ford,"70,000",Endeavour,2017,Diesel,24.60
3117,Honda,"75,000",CR-V,2016,Petrol,11.51
3118,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3119,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3120,Renault,"23,290",KWID,2017,Petrol,3.43
3121,Tata,"96,177",Harrier,2019,Diesel,12.88
3122,Maruti,"14,190",Alto,2018,Petrol,3.86
3123,Maruti,"50,969",Celerio,2018,CNG,5.13
3124,Honda,"26,736",Jazz,2017,Petrol,6.90
3125,Maruti,"34,278",Baleno,2017,Petrol,6.53
3126,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3127,Mahindra,"46,365",Thar,2017,Diesel,7.72
3128,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3129,Maruti,"76,734",Swift,2015,Diesel,3.76
3130,Maruti,"86,294",Swift,2014,Diesel,4.11
3131,Maruti,"39,781",Baleno,2017,Petrol,5.96
3132,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3133,Hyundai,"45,716",Creta,2018,Petrol,8.99
3134,Maruti,"72,880",Wagon,2011,Petrol,1.70
3135,BMW,"85,000",X5,2015,Diesel,31.25
3136,Ford,"70,000",Endeavour,2017,Diesel,24.60
3137,Honda,"75,000",CR-V,2016,Petrol,11.51
3138,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3139,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3140,Renault,"23,290",KWID,2017,Petrol,3.43
3141,Tata,"96,177",Harrier,2019,Diesel,12.88
3142,Maruti,"14,190",Alto,2018,Petrol,3.86
3143,Maruti,"50,969",Celerio,2018,CNG,5.13
3144,Honda,"26,736",Jazz,2017,Petrol,6.90
3145,Maruti,"34,278",Baleno,2017,Petrol,6.53
3146,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3147,Mahindra,"46,365",Thar,2017,Diesel,7.72
3148,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3149,Maruti,"76,734",Swift,2015,Diesel,3.76
3150,Maruti,"86,294",Swift,2014,Diesel,4.11
3151,Maruti,"39,781",Baleno,2017,Petrol,5.96
3152,Maruti,"82,496",Ciaz,2019,Petrol,8.72
3153,Hyundai,"45,716",Creta,2018,Petrol,8.99
3154,Maruti,"72,880",Wagon,2011,Petrol,1.70
3155,BMW,"85,000",X5,2015,Diesel,31.25
3156,Ford,"70,000",Endeavour,2017,Diesel,24.60
3157,Honda,"75,000",CR-V,2016,Petrol,11.51
3158,Mahindra,"62,000",XUV500,2017,Diesel,11.00
3159,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
3160,Renault,"23,290",KWID,2017,Petrol,3.43
3161,Tata,"96,177",Harrier,2019,Diesel,12.88
3162,Maruti,"14,190",Alto,2018,Petrol,3.86
3163,Maruti,"50,969",Celerio,2018,CNG,5.13
3164,Honda,"26,736",Jazz,2017,Petrol,6.90
3165,Maruti,"34,278",Baleno,2017,Petrol,6.53
3166,Maruti,"33,206",Ciaz,2019,Petrol,9.34
3167,Mahindra,"46,365",Thar,2017,Diesel,7.72
3168,Maruti,"30,480",S-Presso,2020,Petrol,4.50
3169,Maruti,"76,734",Swift,2015,Diesel,3.76
3170,Maruti,"86,294",Swift,2014,Diesel,4.11
3171,Maruti,"39,781",Baleno,2017,Petrol,5.96
3172,Maruti,"82,496",Ciaz,2019,Petrol,8.72
